236,What is the advantage of using Iterator over index-based loops?,Iterator is faster,Iterator works with all Collection types,Iterator uses less memory,Iterator is easier to write,B,"Iterator works uniformly with all Collection implementations (ArrayList, LinkedList, HashSet, etc.), while index-based access only works with indexed collections like List implementations.",Collections,,
237,Can you modify a collection while iterating with a regular for-each loop?,"Yes, always safe","No, throws ConcurrentModificationException","Yes, but only additions","Yes, but only deletions",B,Modifying a collection during for-each iteration (except through Iterator.remove()) throws ConcurrentModificationException. Use Iterator.remove() for safe removal during iteration.,Collections,,
238,What is the difference between fail-fast and fail-safe iterators?,"Fail-fast detects concurrent modification, fail-safe doesn't","Fail-safe detects concurrent modification, fail-fast doesn't",Both detect concurrent modification,Neither detects concurrent modification,A,"Fail-fast iterators (like those from ArrayList, HashMap) immediately throw ConcurrentModificationException if collection is modified during iteration. Fail-safe iterators (like ConcurrentHashMap) work on a copy and don't throw exceptions.",Collections,,
239,Which StringBuffer method is used to reverse the contents?,reverse(),flip(),invert(),backwards(),A,"The reverse() method reverses the sequence of characters in the StringBuffer. For example, 'Hello' becomes 'olleH'. It modifies the StringBuffer in place and returns the same object for method chaining.",Java basics,,
240,Which method is specific to ArrayList and not part of the List interface?,trimToSize(),add(),remove(),get(),A,trimToSize() is specific to ArrayList and reduces the capacity of the ArrayList to its current size. This method is not part of the List interface but is an ArrayList-specific optimization method.,Collections,,
241,Which method is specific to LinkedList for adding elements at the beginning?,addFirst(),add(),insert(),prepend(),A,addFirst() is specific to LinkedList (implements Deque) and adds an element at the beginning of the list. This method is not available in ArrayList as it doesn't implement Deque interface.,Collections,,
242,Which method is specific to HashSet for checking the load factor?,getLoadFactor(),loadFactor(),capacity(),No such method exists,D,"HashSet doesn't provide a public method to check the load factor. The load factor is an internal parameter used for rehashing, but it's not exposed through public methods in HashSet.",Collections,,
243,Which method is specific to TreeSet for getting elements in a range?,subSet(),range(),between(),filter(),A,"subSet(E fromElement, E toElement) is specific to TreeSet (implements NavigableSet) and returns a view of the portion of the set whose elements range from fromElement to toElement. This method is not available in HashSet.",Collections,,
244,Which method is specific to HashMap for checking if it contains a specific value efficiently?,containsValue(),hasValue(),findValue(),searchValue(),A,"containsValue() is available in HashMap but it's not efficient (O(n) time complexity) as it requires scanning all values. HashMap is optimized for key-based operations, not value-based operations.",Collections,,
245,Which method is specific to TreeMap for getting the first (lowest) key?,firstKey(),getFirst(),minKey(),lowestKey(),A,firstKey() is specific to TreeMap (implements NavigableMap) and returns the first (lowest) key in the map. This method is not available in HashMap as it doesn't maintain order.,Collections,,
246,Which method is specific to PriorityQueue for examining the head without removing it?,peek(),front(),head(),top(),A,"peek() is part of the Queue interface and returns the head of the queue without removing it. In PriorityQueue, this returns the element with highest priority according to the comparator or natural ordering.",Collections,,
247,Which method is specific to ArrayDeque for adding elements at both ends?,addFirst() and addLast(),pushFront() and pushBack(),insertFirst() and insertLast(),prependAdd() and appendAdd(),A,addFirst() and addLast() are methods from the Deque interface implemented by ArrayDeque. These methods allow efficient addition of elements at both ends of the deque.,Collections,,
248,Which LinkedList method removes and returns the first element?,removeFirst(),deleteFirst(),popFirst(),extractFirst(),A,removeFirst() is specific to LinkedList (implements Deque) and removes and returns the first element. This method throws NoSuchElementException if the list is empty.,Collections,,
249,Which TreeSet method returns the greatest element less than the given element?,lower(),previous(),before(),smaller(),A,"lower(E e) is specific to TreeSet (implements NavigableSet) and returns the greatest element strictly less than the given element, or null if no such element exists.",Collections,,
250,Which Vector method is synchronized and specific to Vector class?,addElement(),add(),insert(),append(),A,"addElement() is a legacy method specific to Vector class that adds an element to the end. While Vector's add() method is also synchronized, addElement() is Vector-specific and not part of the List interface.",Collections,,
251,Which LinkedHashSet characteristic makes it different from HashSet?,Maintains insertion order,Faster access,Smaller memory footprint,Automatic sorting,A,"LinkedHashSet maintains the insertion order of elements using a doubly-linked list, while HashSet doesn't guarantee any order. This makes LinkedHashSet useful when you need a Set with predictable iteration order.",Collections,,
252,Which method is specific to EnumSet for creating sets with enum ranges?,range(),between(),from(),of(),A,"EnumSet.range(E from, E to) creates an enum set containing all elements in the range from 'from' to 'to' inclusive. This is specific to EnumSet and works only with enum types.",Collections,,
253,Which method is specific to WeakHashMap for manual garbage collection triggering?,No such method exists,gc(),cleanup(),purge(),A,WeakHashMap doesn't provide a public method to manually trigger cleanup of stale entries. The cleanup happens automatically during normal operations when weak references are garbage collected.,Collections,,
254,Which Hashtable method is synchronized and legacy-specific?,elements(),values(),getValues(),allValues(),A,"elements() is a legacy method specific to Hashtable that returns an enumeration of values. While values() is the preferred method, elements() is Hashtable-specific and synchronized.",Collections,,
255,Which method is specific to ConcurrentHashMap for atomic operations?,putIfAbsent(),addIfMissing(),insertIfEmpty(),setIfNull(),A,"putIfAbsent(K key, V value) is specific to ConcurrentHashMap and atomically puts a value only if the key is not already present. This method is thread-safe and returns the previous value or null.",Collections,,
256,What will be the output of this code?,"x = 5, y = 5","x = 6, y = 5","x = 6, y = 6",Compilation error,C,The pre-increment operator ++x increments x first (making it 6) then returns the new value. So y gets the value 6. Both x and y will be 6.,Java Programming,coding,images/code-question-256.jpg
257,Which OOP principle allows a subclass to provide a specific implementation of a method that is already defined in its parent class?,Encapsulation,Inheritance,Polymorphism,Abstraction,C,"Polymorphism allows a subclass to override methods from the parent class, providing specific implementations. This is achieved through method overriding at runtime.",OOP Concepts,,
258,What is the difference between method overloading and method overriding in Java?,"Overloading is compile-time, overriding is runtime","Overloading is runtime, overriding is compile-time",Both are compile-time,Both are runtime,A,"Method overloading is resolved at compile-time (static polymorphism) based on method signatures, while method overriding is resolved at runtime (dynamic polymorphism) based on the actual object type.",OOP Concepts,,
259,Which keyword is used to prevent a class from being inherited in Java?,private,static,final,abstract,C,"The 'final' keyword when applied to a class prevents it from being inherited. Examples include String, Integer, and other wrapper classes that are final classes.",OOP Concepts,,
260,What is the purpose of the 'super' keyword in Java?,To call parent class constructors and methods,To create new objects,To define static methods,To implement interfaces,A,The 'super' keyword is used to refer to the immediate parent class object. It can call parent class constructors (super()) and access parent class methods and variables that are overridden in the child class.,OOP Concepts,,
261,What will be the output of this encapsulation example?,"Name: null, Age: 0","Name: John, Age: 25",Compilation error,Runtime error,B,"The code demonstrates proper encapsulation with private fields and public getter/setter methods. The setter validates the age, and since 25 is valid (>0), both name and age are set correctly.",Java Programming,coding,images/code-question-261.jpg
262,What will be the output of this inheritance example?,"Animal speaks, Dog barks","Dog barks, Animal speaks","Dog barks, Dog barks",Compilation error,A,"The code demonstrates inheritance where Dog extends Animal. The super.speak() call invokes the parent class method first, then the child class method executes, resulting in 'Animal speaks' followed by 'Dog barks'.",Java Programming,coding,images/code-question-262.jpg
263,What will be the output of this polymorphism example?,"Animal makes sound, Dog barks","Dog barks, Cat meows",Animal makes sound twice,Compilation error,B,"This demonstrates runtime polymorphism. Although declared as Animal references, the actual objects are Dog and Cat. At runtime, the overridden makeSound() methods in Dog and Cat classes are called, not the Animal class method.",Java Programming,coding,images/code-question-263.jpg
264,What will be the output of this abstraction example?,Circle area: 78.54,Shape area: 0.0,Compilation error,Runtime error,A,"The code demonstrates abstraction using an abstract class. The concrete Circle class implements the abstract calculateArea() method. Math.PI * 5 * 5 = 78.54 (approximately), which gets printed by the displayArea() method.",Java Programming,coding,images/code-question-264.jpg
265,What will be the output of this interface implementation example?,"Flying at 100 km/h, Swimming at 50 km/h","Swimming at 50 km/h, Flying at 100 km/h",Compilation error,Only Flying at 100 km/h,A,"The Duck class implements both Flyable and Swimmable interfaces. When methods are called on the Duck object, both fly() and swim() methods execute in the order they are called, demonstrating multiple interface implementation.",Java Programming,coding,images/code-question-265.jpg
266,Which of the following is the correct way to create a thread in Java using Runnable?,Thread t = new Thread(); t.run();,Runnable r = new Runnable(); r.start();,"Thread t = new Thread(new Runnable() { public void run() { System.out.println(Running""); } }); t.start();""","Runnable r = () -> System.out.println(Running""); r.start();""",C,"To create and start a thread using Runnable: 1) Create a Thread object passing the Runnable implementation to the constructor, 2) Call start() on the Thread object (not the Runnable). Option A calls run() instead of start(), Option B tries to call start() on Runnable (which doesn't have this method), Option D tries to call start() on a lambda expression directly.",Concurrency,,
267,What method must be implemented when a class implements Runnable?,start(),run(),execute(),launch(),B,"When implementing the Runnable interface, you must provide an implementation of the run() method. This method contains the code that will be executed when the thread runs. The start() method belongs to the Thread class, not Runnable. The execute() and launch() methods are not part of the Runnable interface.",Concurrency,,
268,Which of the following is NOT a valid way to start a thread?,new Thread(new MyRunnable()).start();,new MyRunnable().run();,Thread t = new Thread(myRunnable); t.start();,"Thread t = new Thread(() -> System.out.println(Hello"")); t.start();""",B,"Option B calls the run() method directly on the Runnable object, which executes the code in the current thread rather than starting a new thread. To start a new thread, you must call start() on a Thread object. Options A, C, and D all correctly create Thread objects and call start() to begin new thread execution.",Concurrency,,
269,What is the purpose of the Thread.sleep() method?,To destroy the thread,To make the thread wait for a lock,To pause the current thread for a specified time,To stop the thread permanently,C,"Thread.sleep() causes the currently executing thread to pause for a specified number of milliseconds. The thread enters the TIMED_WAITING state and will resume execution after the sleep period expires or if interrupted. It does not destroy, stop, or wait for locks - it simply pauses execution temporarily.",Concurrency,,
270,Which interface allows a class to be executed by a thread?,Thread,Executor,Runnable,Callable,C,"The Runnable interface allows a class to be executed by a thread. It defines a single method run() that contains the code to be executed. Thread is a class, not an interface. Executor is for managing thread execution but doesn't make a class executable. Callable is similar to Runnable but returns a result and can throw exceptions.",Concurrency,,
271,What happens if you call run() instead of start() on a thread?,A new thread is created,The JVM throws an exception,The code runs in the current thread,The thread is paused,C,"Calling run() directly executes the thread's code in the current thread (the caller's thread), not in a new thread. This means no concurrent execution occurs. To achieve true multithreading, you must call start(), which creates a new thread and then calls run() within that new thread context. Calling run() directly is just a normal method call.",Concurrency,,
272,Which of the following will cause a race condition when accessed from multiple threads?,A local variable inside run(),A static final constant,A shared non-synchronized variable,A volatile variable,C,"A shared non-synchronized variable can cause race conditions because multiple threads can read and write to it concurrently without proper synchronization. Local variables are thread-safe (each thread has its own stack), static final constants are immutable, and volatile variables provide visibility guarantees that help prevent certain race conditions.",Concurrency,,
273,What is true about daemon threads in Java?,They block the JVM from shutting down,They are used for file I/O,They run in the background and do not prevent JVM from exiting,They have higher priority than user threads,C,"Daemon threads are background threads that do not prevent the JVM from exiting when all user (non-daemon) threads have finished. Examples include garbage collector threads. When only daemon threads remain running, the JVM will shut down. You can set a thread as daemon using setDaemon(true) before starting it.",Concurrency,,
274,What are the implicit modifiers for methods declared in an interface?,private abstract,protected abstract,public abstract,package-private abstract,C,"Methods declared in an interface are implicitly public and abstract by default. You don't need to explicitly specify these modifiers - the compiler automatically treats all interface methods as public abstract unless they are default, static, or private methods (introduced in Java 8 and 9). This is why implementing classes must use public access when overriding interface methods.",OOP Concepts,,
275,What are the implicit modifiers for variables declared in an interface?,private static final,protected static final,public static final,package-private static final,C,"Variables declared in an interface are implicitly public, static, and final. This means they are constants that belong to the interface itself (not instances) and are accessible from anywhere. You must initialize them at declaration since they are final. These are essentially compile-time constants shared by all implementing classes.",OOP Concepts,,
276,What will be the output of the following code?,Thread is running,Compilation error,Runtime exception,No output,A,"The code creates a MyRunnable object that implements Runnable, creates a Thread with this object, and calls start(). This will create a new thread that executes the run() method, printing 'Thread is running'. The start() method properly creates a new thread and calls run() within that thread context.",Java Programming,coding,/images/code-question-276.jpg
277,What will happen when this code is executed?,Runnable with Lambda,Compilation error,Runtime exception,Creates a new thread,A,"The code creates a lambda expression that implements Runnable and directly calls run() on it. Since run() is called directly (not through start()), it executes in the main thread, not a new thread. The lambda expression simply prints 'Runnable with Lambda'. No new thread is created.",Java Programming,coding,/images/code-question-277.jpg
278,What will be the output of this program?,Final count: 2000,Final count: 1000,Final count: unpredictable (race condition),Compilation error,C,This code demonstrates a race condition. Two threads (t1 and t2) are incrementing the same shared variable 'count' concurrently without synchronization. The final count will be unpredictable and likely less than 2000 because the increment operation (count++) is not atomic. Multiple threads reading and writing the same variable simultaneously causes data corruption.,Java Programming,coding,/images/code-question-278.jpg
279,What will this code print?,Hello from MyThread,Hello from main,Hello from Thread-0,Compilation error,A,"The code creates a thread using lambda expression, sets its name to 'MyThread' using setName(), and starts it. Inside the lambda, Thread.currentThread().getName() returns the name of the currently executing thread, which is 'MyThread'. So it prints 'Hello from MyThread'.",Java Programming,coding,/images/code-question-279.jpg
280,What is the output of this code with thread priorities?,"Always: Thread 1, then Thread 2","Always: Thread 2, then Thread 1",Output order is unpredictable,Compilation error,C,"Thread priorities are hints to the thread scheduler, not guarantees. Even though t2 has MAX_PRIORITY and t1 has MIN_PRIORITY, the actual execution order depends on the OS scheduler and is unpredictable. Both threads might run concurrently or in any order. Priority doesn't guarantee execution order in short-running threads.",Java Programming,coding,/images/code-question-280.jpg
281,What happens in this code?,Infinite loop continues running,"Main thread ending, then program terminates",Compilation error,Runtime exception,B,"The thread is set as a daemon thread using setDaemon(true). Daemon threads don't prevent the JVM from exiting when all non-daemon threads finish. The main thread prints 'Main thread ending' and exits. Since only the daemon thread with infinite loop remains, the JVM terminates the program. The daemon thread stops when the JVM exits.",Java Programming,coding,/images/code-question-281.jpg
282,What will be the output of this lambda stream code?,"[4, 8]","[2, 4]","[1, 2, 3, 4, 5]",Compilation error,A,"The code creates a stream from Arrays.asList(1,2,3,4,5), filters even numbers using lambda (n -> n % 2 == 0) which gives [2,4], then maps each to double using lambda (n -> n * 2) which gives [4,8], and collects to list. Final result: [4, 8].",Java Programming,coding,/images/code-question-282.jpg
283,What will this functional interface lambda code output?,15,10,25,Compilation error,A,"The code defines a functional interface Calculator with method add(), creates a lambda expression that implements this interface by adding two numbers, then calls calc.add(5, 10) which returns 5 + 10 = 15. The lambda (a, b) -> a + b implements the single abstract method of the functional interface.",Java Programming,coding,/images/code-question-283.jpg
284,What is the output of this method reference code?,HELLO WORLD,hello world,Hello World,Compilation error,A,"The code creates a stream from Arrays.asList('hello', 'world'), uses method reference String::toUpperCase to convert each string to uppercase, and collects to list. Method reference String::toUpperCase is equivalent to lambda s -> s.toUpperCase(). Result: ['HELLO', 'WORLD'], printed as [HELLO, WORLD].",Java Programming,coding,/images/code-question-284.jpg
285,What will this Optional with lambda code print?,Present: John,Empty,John,Compilation error,A,"The code creates Optional.of('John') which contains the value 'John'. The ifPresent() method takes a lambda that executes only if the Optional contains a value. Since 'John' is present, the lambda name -> System.out.println('Present: ' + name) executes, printing 'Present: John'.",Java Programming,coding,/images/code-question-285.jpg
286,Will this generic wildcard code compile?,"Yes, compiles successfully","No, compilation error at line 4","No, compilation error at line 6","No, compilation error at line 8",B,"The code fails at line 4 because you cannot add elements to a List<? extends Number>. The wildcard '? extends Number' makes the list producer-only (PECS rule). While you can read from it as Number, you cannot add any specific type because the compiler doesn't know the exact type. Line 4 tries to add Integer 10 to a wildcard list, which violates type safety.",Java Programming,coding,/images/code-question-286.jpg
287,Will this lambda type inference code compile?,"Yes, compiles and runs normally","No, compilation error - cannot infer types","No, compilation error - incompatible return types","No, compilation error - lambda ambiguity",D,"The code fails due to lambda ambiguity. Both process(Function<String,Integer>) and process(Function<String,String>) methods match the lambda expression s -> s.length() + """". The compiler cannot determine which overloaded method to call because the lambda could return either Integer or String depending on context. This creates ambiguous method resolution, requiring explicit casting or method reference to resolve.",Java Programming,coding,/images/code-question-287.jpg
288,"Which annotation is used to indicate that a method parameter should be bound to a web request parameter?",@RequestParam,@PathVariable,@ModelAttribute,@SessionAttribute,A,"@RequestParam is used to bind method parameters to web request parameters.",Spring Boot,,
289,"What does the @Retention(RetentionPolicy.SOURCE) annotation mean?","Annotation is retained at runtime","Annotation is retained in class files","Annotation is discarded after compilation","Annotation is retained forever",C,"SOURCE retention means the annotation is discarded by the compiler and not retained in class files.",Spring Boot,,
290,"Which ElementType allows an annotation to be applied to method parameters?",ElementType.METHOD,ElementType.PARAMETER,ElementType.FIELD,ElementType.TYPE,B,"ElementType.PARAMETER allows annotations to be applied to method parameters.",Spring Boot,,
291,"What is the default retention policy for annotations in Java?",SOURCE,CLASS,RUNTIME,FOREVER,B,"The default retention policy is CLASS if no @Retention annotation is specified.",Spring Boot,,
292,"What happens when you try to create a custom annotation that validates method return types at runtime?","Compilation error","Runtime exception","Works perfectly","Depends on the reflection usage",D,"The answer depends on how you implement the validation using reflection and when you check the annotations.",Spring Boot,coding,/images/code-question-292.jpg
293,"How would you implement a custom annotation processor that generates code at compile time for dependency injection patterns?","Use Runtime reflection only","Implement AbstractProcessor with @SupportedAnnotationTypes","Use only @Retention(RUNTIME)","Impossible in Java",B,"Custom annotation processors extend AbstractProcessor and use @SupportedAnnotationTypes to process annotations at compile time.",Spring Boot,coding,/images/code-question-293.jpg
